,Food name,Measure,Weight,Energy,Energy.1,Protein,Carbohydrate,Total Sugar,Total Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Cholesterol,Calcium,Iron,Sodium,Potassium,Magnesium,Phosphorus,Vitamin A,Lycopene,Folate,DHA,EPA,Vitamin D,Vitamin B12,Vitamin E,Trans Fat,Vitamin C,Dietary Folate Equivalents,Thiamin,Riboflavin,Niacin,Beta carotene,Caffeine,Alcohol,Total Daietary Fibre,Total Dietary Fibre,Folate ,Trans fats,Monounsaturated fat,Polyunsaturated fat,Protei, Folate
70,"Crab, snow, boiled or steamed",125mL,62.0,72.0,300.0,15.0,0.0,0.0,1.0,0.1,0.0,0.3,44.0,21.0,1.8,431.0,125.0,0.0,80.0,32.0,0.0,0.0,0.09,0.21,0.0,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,"Crayfish, mixed species, farmed, boiled or steamed",4 medium,60.0,52.0,218.0,11.0,0.0,0.0,1.0,0.1,0.0,0.2,82.0,31.0,0.7,58.0,143.0,0.0,145.0,9.0,0.0,0.0,0.02,0.07,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,"Lobster, boiled or steamed",125mL,77.0,75.0,314.0,16.0,1.0,0.0,0.0,0.1,0.0,0.1,55.0,47.0,0.3,291.0,270.0,0.0,142.0,20.0,0.0,0.0,0.02,0.04,0.0,2.38,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,"Mussels, boiled or steamed",15 small,75.0,129.0,539.0,18.0,6.0,0.0,3.0,0.6,0.0,0.9,42.0,25.0,5.0,277.0,201.0,0.0,214.0,68.0,0.0,0.0,0.38,0.21,0.2,18.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,"Oysters, boiled or steamed",6 medium,42.0,58.0,241.0,6.0,3.0,0.0,2.0,0.6,0.0,0.8,44.0,38.0,5.0,177.0,118.0,0.0,85.0,23.0,0.0,0.0,0.25,0.23,3.4,14.71,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,"Oysters, canned, solids and liquid",125mL,131.0,90.0,379.0,9.0,5.0,0.0,3.0,0.8,0.0,1.0,72.0,59.0,8.8,147.0,300.0,0.0,182.0,118.0,0.0,0.0,0.3,0.28,0.0,25.06,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,"Oysters, raw",6 medium,84.0,50.0,207.0,4.0,5.0,0.0,1.0,0.4,0.0,0.5,21.0,37.0,4.9,150.0,104.0,0.0,78.0,7.0,0.0,0.0,0.17,0.16,0.0,13.61,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Scallops, cooked, steamed",6 medium,78.0,87.0,365.0,18.0,0.0,0.0,1.0,0.1,0.0,0.4,41.0,90.0,2.3,207.0,371.0,0.0,264.0,23.0,0.0,0.0,0.16,0.13,0.0,1.01,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,"Shrimp, boiled or steamed",6 medium,30.0,30.0,124.0,6.0,0.0,0.0,0.0,0.1,0.0,0.1,59.0,12.0,0.9,67.0,55.0,0.0,41.0,20.0,0.0,0.0,0.04,0.05,0.0,0.45,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,"Calamari, breaded and fried",125mL,79.0,156.0,651.0,14.0,9.0,0.0,7.0,1.7,0.0,1.6,197.0,45.0,1.0,303.0,216.0,0.0,194.0,17.0,0.0,0.0,0.27,0.11,0.1,1.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,"Caviar, black or red",15mL,16.0,41.0,171.0,4.0,1.0,0.0,3.0,0.7,0.0,1.2,95.0,45.0,1.9,243.0,29.0,0.0,58.0,91.0,0.0,0.0,0.62,0.44,0.5,3.25,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Crab cake,1,60.0,93.0,389.0,12.0,0.0,0.0,5.0,0.9,0.0,1.4,90.0,63.0,0.6,198.0,194.0,0.0,128.0,34.0,0.0,0.0,0.13,0.14,0.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,"Crab, imitation, made from surimi",125mL,67.0,68.0,284.0,8.0,7.0,0.0,1.0,0.2,0.0,0.4,13.0,9.0,0.3,560.0,60.0,0.0,188.0,13.0,0.0,0.0,0.24,0.16,1.2,1.07,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Fish cake,1,120.0,240.0,1004.0,16.0,15.0,0.0,12.0,3.3,0.0,2.6,63.0,30.0,0.8,290.0,526.0,0.0,201.0,28.0,0.0,0.0,0.1,0.0,1.5,0.73,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,"Fish fillet, battered and fried",1,134.0,265.0,1108.0,22.0,9.0,0.0,15.0,3.6,0.0,3.4,71.0,42.0,1.0,133.0,508.0,0.0,266.0,23.0,0.0,0.0,0.14,0.08,0.8,1.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,"Fish sticks, frozen and reheated (10cm x 2.5cm x 1.3cm)",3 sticks,83.0,227.0,948.0,13.0,20.0,0.0,10.0,2.6,0.0,2.6,93.0,17.0,0.6,485.0,217.0,0.0,151.0,26.0,0.0,0.0,0.11,0.07,0.1,1.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,"Shrimp, breaded and fried",6 medium,66.0,160.0,668.0,14.0,8.0,0.0,8.0,1.4,0.0,3.4,117.0,44.0,0.8,227.0,149.0,0.0,144.0,0.0,0.0,0.0,0.08,0.07,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Tuna salad,125mL,108.0,203.0,847.0,17.0,10.0,0.0,10.0,1.7,0.0,4.5,14.0,18.0,1.1,435.0,193.0,0.0,193.0,26.0,0.0,0.0,0.06,0.02,3.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,"Becel, tub, calorie-reduced, canola and safflower oils (non-hydrogenated)",5mL,5.0,17.0,70.0,0.0,0.0,0.0,2.0,0.3,0.8,0.6,0.0,1.0,0.0,46.0,1.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,"Becel, tub, canola and safflower oils (non-hydrogenated)",5mL,5.0,34.0,144.0,0.0,0.0,0.0,4.0,0.5,1.7,1.2,0.0,1.0,0.0,52.0,2.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Butter,5mL,5.0,34.0,144.0,0.0,0.0,0.0,4.0,2.5,1.0,0.1,10.0,1.0,0.0,28.0,1.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.2,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,"Chefmaster, tub, unspecified vegetable oils (hydrogenated)",5mL,5.0,34.0,144.0,0.0,0.0,0.0,4.0,0.5,1.6,0.9,0.0,1.0,0.0,52.0,2.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,"Imperial, stick, soy and canola oils (hydrogenated)",5mL,5.0,34.0,141.0,0.0,0.0,0.0,4.0,0.5,2.5,0.4,0.0,0.0,0.0,31.0,1.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.6,0.0,0.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,"Imperial, tub, soya oil (non-hydrogenated)",5mL,5.0,34.0,144.0,0.0,0.0,0.0,4.0,0.9,0.7,1.8,0.0,1.0,0.0,52.0,2.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,"Lactantia, tub, soya oil (hydrogenated)",5mL,5.0,34.0,144.0,0.0,0.0,0.0,4.0,0.7,1.3,1.4,0.0,1.0,0.0,52.0,2.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,"Margarine, tub, composite",5mL,5.0,34.0,144.0,0.0,0.0,0.0,4.0,0.6,1.7,1.3,0.0,1.0,0.0,52.0,2.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Spread (20% butter / 80% margarine),5mL,5.0,34.0,141.0,0.0,0.0,0.0,4.0,1.0,2.2,0.4,2.0,1.0,0.0,43.0,2.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Spread (50% butter / 50% margarine),5mL,5.0,33.0,137.0,0.0,0.0,0.0,4.0,1.5,1.8,0.2,5.0,1.0,0.0,40.0,2.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Canola,15mL,14.0,125.0,525.0,0.0,0.0,0.0,14.0,1.0,8.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Corn,15mL,14.0,122.0,510.0,0.0,0.0,0.0,14.0,1.8,3.8,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Flaxseed,15mL,14.0,122.0,511.0,0.0,0.0,0.0,14.0,1.4,2.5,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Grapeseed,15mL,14.0,122.0,510.0,0.0,0.0,0.0,14.0,1.3,2.2,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Olive,15mL,14.0,121.0,506.0,0.0,0.0,0.0,14.0,1.8,10.1,1.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Peanut,15mL,14.0,121.0,506.0,0.0,0.0,0.0,14.0,2.3,6.3,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Sesame,15mL,14.0,122.0,510.0,0.0,0.0,0.0,14.0,2.0,5.5,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Soybean,15mL,14.0,122.0,510.0,0.0,0.0,0.0,14.0,2.0,3.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Sunflower,15mL,14.0,122.0,510.0,0.0,0.0,0.0,14.0,1.4,2.7,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Bacon grease,15mL,12.0,110.0,459.0,0.0,0.0,0.0,12.0,4.8,5.5,1.4,12.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Lard,15mL,13.0,117.0,489.0,0.0,0.0,0.0,13.0,5.2,5.9,1.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Shortening,15mL,13.0,115.0,481.0,0.0,0.0,0.0,13.0,3.2,5.4,3.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Blue cheese,15mL,16.0,78.0,327.0,1.0,1.0,1.0,8.0,1.5,1.9,4.3,3.0,13.0,0.0,170.0,6.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.9,0.0,0.0,4.0,0.0,0.02,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,"Blue cheese, low Calorie",15mL,16.0,15.0,64.0,1.0,0.0,0.0,1.0,0.4,0.3,0.4,0.0,14.0,0.1,186.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Creamy Caesar,15mL,15.0,79.0,329.0,0.0,0.0,0.0,9.0,1.3,2.0,4.9,0.0,4.0,0.0,161.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,"Creamy Caesar, low Calorie",15mL,15.0,17.0,70.0,0.0,3.0,2.0,1.0,0.1,0.2,0.4,0.0,4.0,0.0,164.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,"Creamy dressing, fat-free",15mL,16.0,21.0,90.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,130.0,14.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,French,15mL,16.0,72.0,303.0,0.0,2.0,3.0,7.0,0.9,1.3,3.3,0.0,4.0,0.1,133.0,11.0,1.0,3.0,4.0,59.0,0.0,0.0,0.0,0.0,0.02,0.8,0.0,0.0,0.0,0.0,0.01,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,"French, low fat",15mL,16.0,33.0,138.0,0.0,4.0,4.0,2.0,0.3,0.5,1.2,0.0,2.0,0.1,165.0,13.0,0.0,2.0,2.0,633.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Italian,15mL,15.0,43.0,181.0,0.0,2.0,1.0,4.0,0.7,0.9,1.9,0.0,1.0,0.1,246.0,7.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,"Italian, low Calorie",15mL,15.0,11.0,48.0,0.0,1.0,1.0,1.0,0.1,0.3,0.3,1.0,1.0,0.1,208.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Mayonnaise,15mL,14.0,100.0,419.0,0.0,1.0,0.0,11.0,1.7,2.7,6.0,5.0,3.0,0.1,79.0,5.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.04,0.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,"Mayonnaise, light",15mL,16.0,51.0,215.0,0.0,1.0,1.0,5.0,0.8,1.3,2.8,6.0,1.0,0.1,107.0,6.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,"Non creamy dressing, fat-free",15mL,15.0,7.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,165.0,15.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,2.0,0.0,0.01,0.0,6.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Oil and vinegar,15mL,16.0,73.0,305.0,0.0,0.0,0.0,8.0,1.5,2.4,3.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Ranch,15mL,15.0,71.0,297.0,0.0,1.0,0.0,8.0,1.2,1.7,4.2,5.0,5.0,0.1,120.0,9.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.7,0.0,0.0,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,"Ranch, low fat",15mL,16.0,36.0,149.0,0.0,3.0,1.0,3.0,0.2,0.9,0.7,3.0,20.0,0.1,151.0,21.0,1.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,"Salad dressing, mayonnaise type",15mL,15.0,58.0,243.0,0.0,4.0,1.0,5.0,0.7,1.3,2.7,4.0,2.0,0.0,106.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.3,0.4,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,"Salad dressing, mayonnaise type, fat-free",15mL,16.0,14.0,57.0,0.0,3.0,2.0,0.0,0.1,0.3,0.0,1.0,1.0,0.0,128.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,"Salad dressing, mayonnaise type, light",15mL,15.0,44.0,184.0,0.0,2.0,0.0,4.0,0.2,2.2,1.1,0.0,0.0,0.0,117.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Thousand Island,15mL,16.0,59.0,245.0,0.0,2.0,2.0,6.0,0.8,1.2,2.9,4.0,3.0,0.2,137.0,17.0,1.0,4.0,2.0,412.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.01,0.1,15.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,"Thousand Island, low Calorie",15mL,16.0,32.0,132.0,0.0,3.0,3.0,2.0,0.1,1.0,0.4,0.0,2.0,0.1,129.0,31.0,1.0,2.0,2.0,481.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.01,0.1,24.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Chickpea flour,125mL,49.0,188.0,786.0,11.0,28.0,5.0,3.0,0.3,0.0,0.0,0.0,22.0,2.4,31.0,411.0,81.0,155.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05,2.9,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0
131,"Cornmeal, dry",125mL,73.0,267.0,1116.0,6.0,57.0,1.0,1.0,0.2,0.0,0.0,0.0,4.0,0.8,2.0,118.0,29.0,61.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,1.9,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0
132,"Oat bran, dry",125mL,50.0,122.0,511.0,9.0,33.0,1.0,3.0,0.7,0.0,0.0,0.0,29.0,2.7,2.0,281.0,117.0,365.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.11,3.2,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0
133,"Oat flakes, dry",125mL,53.0,200.0,838.0,7.0,35.0,1.0,4.0,0.7,0.0,0.0,0.0,27.0,2.2,2.0,199.0,78.0,226.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.08,1.8,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0
134,Potato flour,125mL,85.0,302.0,1262.0,6.0,70.0,3.0,0.0,0.1,0.0,0.0,0.0,55.0,1.2,46.0,846.0,55.0,142.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.04,4.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
135,Rice flour,125mL,83.0,305.0,1278.0,5.0,67.0,0.0,1.0,0.3,0.0,0.0,0.0,8.0,0.3,0.0,63.0,29.0,82.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,3.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
136,"Rye flour, light",125mL,54.0,198.0,827.0,5.0,43.0,1.0,1.0,0.1,0.0,0.0,0.0,11.0,1.0,1.0,126.0,38.0,105.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05,1.3,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0
137,Soy flour,125mL,53.0,174.0,729.0,25.0,20.0,11.0,1.0,0.1,0.0,0.0,0.0,127.0,4.9,11.0,1259.0,153.0,356.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.13,7.4,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0
138,Wheat bran,15mL,4.0,8.0,33.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4,0.0,43.0,22.0,37.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.7,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0
139,"Wheat flour, all purpose",125mL,66.0,240.0,1005.0,7.0,50.0,0.0,1.0,0.1,0.0,0.0,0.0,10.0,3.1,1.0,71.0,15.0,71.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.33,5.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
140,"Wheat flour, bread",125mL,72.0,261.0,1093.0,9.0,52.0,0.0,1.0,0.2,0.0,0.0,0.0,11.0,3.2,1.0,72.0,18.0,70.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.37,7.1,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
141,"Wheat flour, cake",125mL,72.0,262.0,1096.0,6.0,56.0,0.0,1.0,0.1,0.0,0.0,0.0,10.0,5.3,1.0,76.0,12.0,62.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.31,6.3,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
142,"Wheat flour, whole grain",125mL,63.0,215.0,899.0,9.0,46.0,0.0,1.0,0.2,0.0,0.0,0.0,22.0,2.5,3.0,257.0,87.0,219.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.14,6.3,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
