Food name,Measure,Weight ,Energy,Energy.1,Protein,Carbohydrate,Total Sugar,Total Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Cholesterol,Calcium,Iron,Sodium,Potassium,Magnesium,Phosphorus,Vitamin A,Lycopene,Folate,DHA,EPA,Vitamin D,Vitamin B12,Vitamin E,Trans Fat,Vitamin C,Dietary Folate Equivalents,Thiamin,Riboflavin,Niacin,Beta carotene,Caffeine,Alcohol,Total Daietary Fibre,Total Dietary Fibre,Folate ,Trans fats,Monounsaturated fat,Polyunsaturated fat,Protei, Folate
"Coconut cream, commercial (20cm diam)",  1/6 ,64,191.0,797.0,1.0,24.0,23,11,4.5,,,0,19.0,0.5,163.0,42.0,13.0,54.0,,,5.0,,,,,,,,,tr,0.05,0.4,,,,,0.8,,,,,,
"Fried pie, fruit (13cm X 10cm)",1,128,404.0,1692.0,4.0,55.0,27,21,3.1,,,0,28.0,1.6,479.0,83.0,13.0,55.0,,,36.0,,,,,,,,,0.2,0.14,2.7,,,,,3.3,,,,,,
"Lemon meringue, commercial (20cm diam)",  1/6 ,113,303.0,1267.0,2.0,53.0,27,10,2,,,51,63.0,0.7,165.0,101.0,17.0,119.0,,,40.0,,,,,,,,,0.1,0.24,1.1,,,,,1.4,,,,,,
"Mincemeat pie, homemade, 2 crust (23cm diam)",  1/8 ,165,477.0,1995.0,4.0,79.0,47,18,4.4,,,0,36.0,2.5,419.0,335.0,23.0,69.0,,,59.0,,,,,,,,,0.2,0.17,2.7,,,,,4.3,,,,,,
"Pecan, commercial (20cm diam)",  1/6 ,113,452.0,1890.0,5.0,65.0,32,21,4,,,36,19.0,1.2,479.0,84.0,20.0,87.0,,,61.0,,,,,,,,,0.1,0.14,1.5,,,,,4.0,,,,,,
"Pumpkin, commercial (20cm diam)",  1/6 ,109,229.0,957.0,4.0,30.0,15,10,1.9,,,22,65.0,1.5,307.0,168.0,16.0,77.0,,,35.0,,,,,,,,,0.2,0.22,1.9,,,,,2.9,,,,,,
"Sugar pie, homemade, 1 crust",  1/8 ,88,407.0,1703.0,3.0,31.0,18,31,17.3,,,84,61.0,1.1,81.0,139.0,13.0,59.0,,,34.0,,,,,,,,,0.1,0.15,1.6,,,,,0.5,,,,,,
"Apple crisp, homemade",125mL,128,206.0,863.0,2.0,39.0,25,4,0.9,,,0,45.0,1.0,449.0,100.0,10.0,36.0,,,31.0,,,,,,,,,0.1,0.1,,,,,,1.8,,,,,,
"Bread pudding with raisins, homemade",125mL,106,162.0,677.0,6.0,24.0,15,5,1.8,,,61,124.0,1.2,252.0,228.0,18.0,111.0,,,31.0,,,,,,,,,0.1,0.26,2.1,,,,,0.9,,,,,,
"Danish pastry, cinnamon (11cm diam)",1,65,262.0,1095.0,5.0,29.0,13,15,3.7,,,14,46.0,1.3,241.0,81.0,12.0,70.0,,,60.0,,,,,,,,,0.2,0.17,2.8,,,,,0.8,,,,,,
"Danish pastry, fruit (11cm diam)",1,71,263.0,1102.0,4.0,34.0,20,13,3.5,,,81,33.0,1.3,251.0,59.0,11.0,63.0,,,49.0,,,,,,,,,0.2,0.16,2.2,,,,,1.3,,,,,,
"Date squares, homemade",1 square,61,226.0,944.0,3.0,37.0,,8,4.7,,,20,21.0,2.0,241.0,154.0,23.0,61.0,,,31.0,,,,,,,,,0.2,0.08,1.7,,,,,2.3,,,,,,
"Doughnut, cake-type, plain (8cm diam)",1,47,198.0,828.0,2.0,23.0,11,11,1.7,,,17,21.0,0.9,257.0,60.0,9.0,126.0,,,39.0,,,,,,,,,0.1,0.11,1.4,,,,,0.7,,,,,,
"Doughnut, cake-type, plain, chocolate coated (9cm diam)",1,57,270.0,1130.0,3.0,27.0,13,18,4.6,,,35,20.0,1.4,245.0,112.0,23.0,115.0,,,39.0,,,,,,,,,0.1,0.06,1.4,,,,,1.1,,,,,,
"Doughnut, yeast-leavened, honey bun, glazed (9cm x 6cm)",1,60,242.0,1011.0,4.0,27.0,14,14,3.5,,,4,26.0,1.2,205.0,65.0,13.0,56.0,,,41.0,,,,,,,,,0.2,0.13,2.5,,,,,0.7,,,,,,
"Doughnut, yeast-leavened, jelly filled (9cm X 6cm)",1,85,289.0,1209.0,5.0,33.0,18,16,4.1,,,22,21.0,1.5,249.0,67.0,17.0,72.0,,,88.0,,,,,,,,,0.3,0.12,2.8,,,,,0.8,,,,,,
"Eclairs, custard filled, chocolate glaze",1,100,262.0,1096.0,6.0,24.0,7,16,4.1,,,127,63.0,1.2,337.0,117.0,15.0,107.0,,,63.0,,,,,,,,,0.1,0.27,2.1,,,,,0.6,,,,,,
"Rice Krispies SquaresTM, commercial",1 square,22,91.0,381.0,1.0,18.0,,2,0.3,,,0,1.0,0.3,77.0,9.0,3.0,9.0,,,38.0,,,,,,,,,0.3,0.3,3.7,,,,,0.1,,,,,,
"Toaster pastries (Pop-TartsTM), brown sugar & cinnamon",1,50,206.0,862.0,3.0,34.0,,7,1.8,,,0,17.0,2.0,212.0,57.0,12.0,67.0,,,21.0,,,,,,,,,0.2,0.29,2.8,,,,,0.5,,,,,,
"Toaster pastries (Pop-TartsTM), fruit, frosted",1,55,215.0,900.0,2.0,39.0,20,6,1.5,,,0,16.0,3.9,387.0,81.0,13.0,75.0,,,39.0,,,,,,,,,0.2,0.2,,,,,,0.4,,,,,,
"Milk shake, chocolate",250mL,175,223.0,931.0,6,36,33,6,4.1,,,23,198,0.5,170,351.0,30,179,46.0,0,,0.00,0.00,1.5,0.6,,,1,,0.1,0.43,1.7,9.0,2.0,0,,3.3,9.0,0.2,1.9,0.2,,
"Milk shake, vanilla",250mL,175,195.0,814.0,6,31,31,5,3.3,,,19,214,0.2,144,305.0,21,179,65.0,0,,0.00,0.00,1.6,0.63,,,1,,0.1,0.32,1.8,9.0,0.0,0,,0.2,9.0,0.2,1.5,0.2,,
French fries,20-25 fries,76,236.0,989.0,3,29,,12,5.0,,,11,12,1.0,124,541.0,25,101,2.0,,,,,0.0,0.09,,,4,,0.1,0.03,2.4,13.0,0.0,0,,2.5,25.0,2.3,5.4,1.3,,
Garlic Bread,2 slices,52,192.0,801.0,5,26,tr,8,1.3,,,0,40,1.3,384,65.0,14,56,74.0,0,,0.00,0.00,1.0,0.01,,,tr,,0.2,0.17,3.2,0.0,0.0,0,,1.5,97.0,0.9,3.3,2.4,,
"Onion rings, breaded and fried",8-9,83,276.0,1152.0,4,31,,16,7.0,,,14,73,0.8,430,129.0,16,86,1.0,,,,,,0.12,,,1,,0.1,0.1,1.7,5.0,0.0,0,,1.7,85.0,3.3,6.7,0.7,,
"Zucchini, breaded and fried, sticks",4,36,60.0,250.0,1,3,1,5,0.5,,,5,18,0.2,44,81.0,6,36,8.0,0,,tr,0.00,0.1,0.05,0.0,,3,,tr,0.06,0.4,24.0,0.0,0,,0.3,9.0,0.2,2.8,1.4,,
"Breakfast bagel, with ham, egg and cheese",1,191,483.0,2019.0,27,52,7,18,7.8,,,243,185,4.1,1259,262.0,40,397,181.0,,,0.07,0.00,,1.39,,,0,,0.7,0.6,,,,,,0.4,172.0,,5.7,3.3,,
"Breakfast biscuit with egg, cheese and bacon",1,144,477.0,1993.0,16,33,3,31,11.4,,,261,164,2.5,1260,230.0,20,459,,,,,,1.0,1.05,,,2,,0.3,0.43,5.9,86.0,0.0,0,,1.1,64.0,0.3,14.2,3.5,,
"Breakfast English muffin with egg, cheese and bacon",1,137,289.0,1208.0,17,27,3,13,4.7,,,234,151,2.4,729,199.0,23,270,177.0,,,,,1.1,0.67,,,2,,0.5,0.45,6.4,59.0,0.0,0,,1.5,86.0,0.1,4.7,1.6,,
"Cheeseburger, double patty + condiments + vegetables",1,228,650.0,2718.0,30,53,,35,12.8,,,93,169,4.7,921,390.0,36,349,,,,,,0.7,2.07,,,3,,0.6,0.43,14.6,81.0,0.0,0,,1.8,131.0,1.3,12.6,6.4,,
"Cheeseburger, single patty, plain",1,102,319.0,1335.0,15,32,6,15,6.5,,,50,141,2.4,500,164.0,21,196,,,,,,0.3,0.97,,,0,,0.4,0.4,6.8,28.0,0.0,0,,1.3,,0.6,5.8,1.5,,
"Chicken sandwich, breaded chicken + condiments + vegetables",1,228,632.0,2640.0,29,42,,39,12.4,,,78,258,3.6,1238,333.0,43,406,164.0,,,,,0.4,0.46,,,3,,0.4,0.46,14.9,175.0,0.0,0,,2.2,154.0,1.5,13.7,9.9,,
"Chicken sandwich, grilled chicken + condiments + vegetables",1,169,335.0,1402.0,33,23,3,12,2.2,,,78,70,2.1,330,449.0,37,36,23.0,386,,0.01,0.01,0.2,0.41,1.4,,2,,0.2,0.24,20.3,107.0,0.0,0,,1.2,83.0,0.2,3.1,5.5,,
Donair / Gyro,1,195,310.0,1295.0,22,37,3,7,2.8,,,49,98,3.1,361,404.0,40,223,22.0,783,,0.00,0.00,0.4,1.82,0.0,,6,,0.5,0.41,10.8,146.0,0.0,0,,2.0,115.0,0.4,2.8,0.8,,
Fish sandwich with breaded fish,1,183,523.0,2189.0,21,48,,29,8.1,,,68,185,3.5,939,353.0,37,311,,,,,,0.9,1.08,,,3,,0.5,0.42,8.3,98.0,0.0,0,,2.4,134.0,0.0,8.9,9.4,,
"Hamburger, double patty + condiments",1,215,576.0,2410.0,32,39,,32,12.0,,,103,92,5.5,742,527.0,45,284,,,,,,0.7,3.33,,,1,,0.3,0.41,13.1,26.0,0.0,0,,1.9,111.0,1.0,14.1,2.8,,
"Hamburger, single patty, plain",1,90,275.0,1148.0,12,31,5,12,4.1,,,35,63,2.4,387,145.0,19,103,0.0,,,,,0.3,0.89,,,0,,0.3,0.27,6.2,0.0,0.0,0,,1.3,,0.4,5.5,0.9,,
"Submarine sandwich (6 inches), vegetarian",1,167,216.0,904.0,7,38,3,4,0.8,,,0,77,2.7,529,236.0,27,88,25.0,983,,0.00,0.00,0.0,0.0,,,20,,0.3,0.21,4.5,277.0,0.0,0,,3.4,213.0,0.2,1.8,1.1,,
"Submarine sandwich (6 inches), with cold cuts",1,228,456.0,1906.0,22,51,,19,6.8,,,36,189,2.5,1651,394.0,68,287,71.0,,,,,0.2,1.09,,,12,,1.0,0.8,9.6,142.0,0.0,0,,3.0,109.0,0.9,8.2,2.3,,
"Submarine sandwich (6 inches), with grilled/roasted chicken",1,229,417.0,1742.0,24,44,3,16,2.8,,,47,81,3.0,722,437.0,44,104,37.0,875,,0.01,tr,0.1,0.2,2.0,,12,,0.4,0.3,14.8,245.0,0.0,0,,3.3,255.0,0.3,4.2,7.8,,
"Submarine sandwich (6 inches), with tuna",1,256,584.0,2440.0,30,55,,28,5.3,,,49,74,2.6,1293,335.0,79,220,46.0,,,,,0.3,1.61,,,4,,0.5,0.33,17.1,45.0,0.0,0,,2.9,135.0,1.3,13.4,7.3,,
"Veggie burger, single patty + condiments + vegetables",1,157,359.0,1504.0,19,28,4,19,2.9,,,5,86,3.1,671,233.0,25,278,22.0,515,,0.00,0.00,tr,1.8,1.9,,3,,0.8,0.56,12.0,121.0,0.0,0,,4.5,135.0,0.2,4.4,9.2,,
"Wrap sandwich, chicken ranch",1,249,532.0,2227.0,32,44,3,25,6.7,,,77,134,3.3,847,544.0,50,235,50.0,875,,0.01,tr,0.3,0.47,tr,,12,,0.5,0.37,18.1,246.0,0.0,0,,3.5,146.0,1.0,8.3,7.6,,
Beef and broccoli stir fry,250mL,229,266.0,1111.0,24,9,1,15,3.5,,,58,48,2.8,433,473.0,35,189,90.0,0,,0.00,0.00,0.4,2.0,,,59,,0.1,0.3,9.0,1080.0,0.0,0,,2.2,104.0,0.4,8.0,2.7,,
Chicken almond guy ding,250mL,256,295.0,1232.0,22,18,3,15,1.6,,,42,58,1.7,510,591.0,61,123,14.0,0,,0.02,0.00,0.3,0.29,0.0,,7,,0.1,0.22,15.0,103.0,0.0,0,,2.6,27.0,0.3,8.7,4.0,,
Chicken chow mein,250mL,232,200.0,837.0,21,10,7,9,1.6,,,51,38,1.7,982,423.0,35,191,17.0,0,,0.02,0.01,0.1,0.26,0.0,,8,,0.1,0.22,11.1,90.0,0.0,0,,2.2,50.0,0.2,4.0,2.3,,
Chicken fried rice,250ml,209,343.0,1436.0,12,44,1,13,1.8,,,99,36,1.3,797,169.0,28,139,59.0,0,,0.02,tr,0.3,0.42,,,4,,0.1,0.2,4.7,126.0,0.0,0,,1.3,30.0,0.3,6.9,3.4,,
Egg roll,1,64,113.0,472.0,5,9,1,6,1.2,,,35,14,0.8,249,121.0,9,53,17.0,0,,0.01,tr,0.1,0.19,,,2,,0.2,0.13,2.4,35.0,0.0,0,,0.7,27.0,0.4,3.1,1.4,,
General Tao/Tso chicken,250ml,258,806.0,3371.0,50,8,3,62,11.0,,,163,39,2.2,1285,476.0,47,340,38.0,0,,0.07,0.02,0.5,0.56,0.0,,11,,0.1,0.32,29.5,10.0,0.0,tr,,0.6,13.0,0.8,27.1,20.0,,
Hot and sour soup,250mL,258,167.0,697.0,17,5,1,8,2.8,,,36,45,1.8,1596,383.0,20,192,2.0,tr,,0.00,0.00,0.6,0.45,0.0,,1,,0.3,0.25,8.2,7.0,0.0,tr,,0.5,12.0,0.1,3.6,1.3,,
Sweet and sour chicken balls,3,75,199.0,831.0,9,17,7,10,2.7,,,46,24,1.0,390,90.0,13,23,18.0,0,,0.02,0.01,0.1,0.17,0.0,,1,,0.1,0.12,5.1,0.0,0.0,0,,0.5,19.0,1.4,4.1,2.3,,
Won ton soup,250mL,255,191.0,798.0,15,15,1,7,2.4,,,53,37,1.8,810,339.0,23,159,74.0,0,,0.01,tr,0.3,0.49,0.0,,2,,0.4,0.27,7.9,672.0,0.0,0,,1.0,55.0,0.1,3.2,1.0,,
Pizza with cheese (medium - 12 inches),  1/6 ,84,210.0,880.0,9,25,2,8,3.4,,,14,171,2.0,515,180.0,19,161,32.0,4535,,0.00,0.00,0.1,0.13,2.2,,4,,0.2,0.25,4.3,74.0,0.0,0,,1.5,70.0,0.8,2.9,1.1,,
Pizza with cheese and pepperoni (medium - 12 inches),  1/6 ,85,219.0,916.0,11,23,1,9,4.2,,,21,187,1.7,340,157.0,18,182,37.0,3334,,0.00,0.00,0.1,0.2,2.0,,2,,0.2,0.27,4.8,57.0,0.0,0,,1.4,74.0,0.6,3.4,0.9,,
Pizza with cheese and vegetables (medium - 12 inches),  1/6 ,93,193.0,809.0,8,24,3,7,3.0,,,12,154,1.9,482,201.0,19,147,31.0,3904,,0.00,0.00,0.1,0.11,1.9,,11,,0.2,0.24,4.1,93.0,0.0,0,,1.8,63.0,0.7,2.9,1.0,,
"Pizza with cheese, meat and vegetables (medium - 12 inches)",  1/6 ,105,250.0,1044.0,11,24,3,12,4.8,,,24,159,2.1,629,237.0,21,168,31.0,3977,,0.00,0.00,0.2,0.24,2.0,,11,,0.2,0.26,5.2,95.0,0.0,0,,1.9,65.0,0.8,5.1,1.4,,
"Chicken, breaded and fried (pieces)",2 pieces,98,283.0,1184.0,22,9,0,17,4.6,,,85,20,1.3,286,181.0,20,151,0.0,,,0.00,0.00,0.0,0.27,,,0,,0.1,0.19,0.0,0.0,0.0,0,,0.3,,1.2,6.8,3.7,,
"Chicken, breaded and fried, boneless (nuggets)",6,96,285.0,1192.0,15,16,1,18,3.9,,,53,13,0.8,551,251.0,24,277,5.0,0,,0.00,0.00,,0.32,,,1,,0.1,0.2,8.5,0.0,0.0,0,,0.9,14.0,,7.7,5.1,,
Chili con carne,250ml,267,270.0,1128.0,26,23,,9,3.6,,,142,72,5.5,1064,730.0,48,209,88.0,,,,,0.4,1.2,,,2,,0.1,1.2,7.8,1051.0,0.0,0,,4.9,59.0,0.0,3.6,0.6,,
Corndog (PogoTM),1,175,460.0,1925.0,17,56,,19,5.2,,,79,102,6.2,973,263.0,18,166,60.0,,,,,1.2,0.44,,,0,,0.3,0.7,6.7,76.0,0.0,0,,2.6,134.0,0.6,9.1,3.5,,
"Hot-dog, plain",1,98,242.0,1012.0,10,18,,15,5.1,,,44,24,2.3,670,143.0,13,97,0.0,,,,,0.6,0.51,,,tr,,0.2,0.27,5.2,0.0,0.0,0,,0.9,61.0,0.5,6.9,1.7,,
"Blade roast, lean + fat, braised",75g,75,200.0,834.0,26,0,,10,4.0,5.0,0.4,71.0,,2.5,46,202.0,18.0,142.0,0,,,,,0.5,2.38,0.1,,,,,,,,,,,,4,,,,,
"Blade steak, lean + fat, braised",75g,75,227.0,947.0,23,0,,14,5.7,7.1,0.5,71.0,,2.4,49,178.0,17.0,138.0,0,,,,,0.5,2.0,0.2,,,,,,,,,,,,4,,,,,
"Composite, roast, lean + fat, cooked",75g,75,181.0,756.0,24,0,,8,3.5,4.2,0.4,61.0,,2.3,40,230.0,19.0,155.0,0,,,,,0.5,1.89,0.1,,,,,,,,,,,,4,,,,,
"Composite, steak, lean + fat, cooked",75g,75,196.0,819.0,25,0,,9,3.9,4.9,0.4,64.0,,2.4,40,200.0,18.0,148.0,0,,,,,0.5,1.78,0.1,,,,,,,,,,,,4,,,,,
"Cross rib roast, lean + fat, braised",75g,75,197.0,825.0,27,0,,9,3.6,4.5,0.5,70.0,,2.6,52,242.0,21.0,164.0,0,,,,,0.5,1.89,0.6,,,,,,,,,,,,5,,,,,
"Eye of round roast, lean + fat, roasted",75g,75,148.0,618.0,24,0,,5,2.1,2.5,0.2,50.0,,1.5,40,243.0,19.0,152.0,0,,,,,0.5,1.44,0.2,,,,,,,,,,,,5,,,,,
"Eye of round steak, lean + fat, braised",75g,75,171.0,715.0,28,0,,5,2.2,2.8,0.3,61.0,,1.8,35,243.0,19.0,152.0,0,,,,,0.5,1.38,0.2,,,,,,,,,,,,5,,,,,
"Flank steak, lean + fat, braised",75g,75,184.0,769.0,25,0,,8,3.6,4.1,0.3,54.0,,2.2,45,243.0,19.0,152.0,0,,,,,0.5,2.15,0.3,,,,,,,,,,,,5,,,,,
"Ground, extra lean, crumbled, pan-fried",75g,75,167.0,696.0,23,0,,8,3.2,3.3,0.3,59.0,,2.1,65,311.0,22.0,180.0,0,,,,,0.3,2.06,,,,,,,,,,,,,5,,,,,
"Ground, lean, crumbled, pan-fried",75g,75,194.0,809.0,22,0,,11,4.5,5.1,0.3,59.0,,2.1,70,293.0,21.0,174.0,0,,,,,0.5,2.16,,,,,,,,,,,,,0,,,,,
"Ground, medium, crumbled, pan-fried",75g,75,214.0,894.0,22,0,,13,5.6,6.0,0.4,61.0,,2.0,68,303.0,21.0,173.0,0,,,,,0.6,1.88,,,,,,,,,,,,,6,,,,,
"Ground, regular, crumbled, pan-fried",75g,75,243.0,1016.0,22,0,,17,7.0,7.9,0.4,63.0,,2.2,78,301.0,21.0,178.0,0,,,,,0.8,2.72,,,,,,,,,,,,,0,,,,,
"Inside (top) round roast, lean + fat, roasted",75g,75,133.0,555.0,24,0,,3,1.4,1.6,0.2,53.0,,2.1,48,253.0,20.0,163.0,0,,,,,0.5,1.68,0.1,,,,,,,,,,,,5,,,,,
"Inside (top) round steak, lean + fat, braised",75g,75,175.0,731.0,30,0,,5,2.1,2.6,0.3,68.0,,2.4,38,204.0,20.0,157.0,0,,,,,0.5,1.43,0.4,,,,,,,,,,,,5,,,,,
"Outside (bottom) round roast, lean + fat, roasted",75g,75,158.0,659.0,25,0,,5,2.1,2.8,0.3,58.0,,2.9,42,243.0,19.0,152.0,0,,,,,0.5,1.67,0.2,,,,,,,,,,,,5,,,,,
"Outside (bottom) round steak, lean + fat, braised",75g,75,195.0,815.0,29,0,,8,3.0,4.2,0.4,72.0,,3.1,43,243.0,19.0,152.0,0,,,,,0.5,1.41,0.3,,,,,,,,,,,,5,,,,,
"Rib eye steak, lean + fat, broiled",75g,75,230.0,963.0,20,0,,16,6.7,8.0,0.5,53.0,,2.4,40,243.0,19.0,152.0,0,,,,,0.5,1.54,0.8,,,,,,,,,,,,5,,,,,
"Rib steak, lean + fat, broiled",75g,75,232.0,969.0,23,0,,15,6.4,7.3,0.5,58.0,,1.9,56,243.0,19.0,152.0,0,,,,,0.5,1.8,0.5,,,,,,,,,,,,5,,,,,
"Rump roast, lean + fat, broiled",75g,75,164.0,684.0,21,0,,8,3.2,3.6,0.3,59.0,,1.9,47,296.0,20.0,180.0,0,,,,,0.3,2.27,,,,,,,,,,,,,7,,,,,
"Short ribs, lean + fat, simmered",75g,75,309.0,1292.0,17,0,,26,11.2,11.8,1.0,57.0,,1.4,29,146.0,10.0,86.0,0,,,,,1.7,1.97,,,,,,,,,,,,,4,,,,,
"Sirloin tip roast, lean + fat, roasted",75g,75,156.0,653.0,25,0,,5,2.2,2.8,0.3,58.0,,2.7,44,243.0,19.0,152.0,0,,,,,0.5,1.85,0.1,,,,,,,,,,,,5,,,,,
"Standing rib roast, lean + fat, roasted",75g,75,237.0,992.0,21,0,,16,6.9,8.0,0.5,55.0,,1.7,53,243.0,19.0,152.0,0,,,,,0.5,1.73,0.5,,,,,,,,,,,,5,,,,,
"Stewing beef, lean, simmered",75g,75,183.0,765.0,28,0,,7,2.9,,,68.0,,2.6,45,214.0,19.0,150.0,0,,,,,0.5,1.8,0.2,,,,,,,,,,,,4,,,,,
"Strip loin (New York) steak, lean + fat, broiled",75g,75,191.0,797.0,23,0,,10,4.3,5.2,0.4,55.0,,2.1,43,243.0,19.0,152.0,0,,,,,0.5,1.72,0.3,,,,,,,,,,,,5,,,,,
"T-Bone (Porterhouse) steak, lean + fat, broiled",75g,75,216.0,903.0,22,0,,13,5.6,6.6,0.4,54.0,,2.1,51,243.0,19.0,152.0,0,,,,,0.5,1.89,0.1,,,,,,,,,,,,5,,,,,
"Tenderloin, steak, lean + fat, broiled",75g,75,170.0,709.0,24,0,,7,3.2,3.6,0.3,59.0,,2.9,50,243.0,19.0,152.0,0,,,,,0.5,2.04,0.2,,,,,,,,,,,,5,,,,,
"Top sirloin steak, lean + fat, broiled",75g,75,146.0,611.0,21,0,,6,2.6,3.1,0.3,52.0,,2.0,43,257.0,20.0,160.0,0,,,,,0.5,2.33,0.2,,,,,,,,,,,,5,,,,,
"Composite cuts, lean and fat, cooked",75g,75,173.0,725.0,23,0,,9,3.2,3.3,0.6,86.0,,0.9,65,244.0,20.0,179.0,0,,,,,1.1,1.18,0.3,,,,,,,,,,,,11,,,,,
"Cutlets, grain-fed, pan-fried",75g,75,136.0,568.0,27,0,,2,0.7,0.8,0.6,78.0,,1.5,33,266.0,21.0,171.0,0,,,,,0.5,2.46,0.3,,,,,,,,,,,,,,,,,
"Cutlets, milk-fed, pan-fried",75g,75,142.0,593.0,28,0,,2,0.6,0.8,1.0,78.0,,0.5,58,332.0,16.0,218.0,0,,,,,0.5,1.27,0.3,,,,,,,,,,,,12,,,,,
"Ground, broiled",75g,75,129.0,539.0,18,0,,6,2.3,2.1,0.4,77.0,,0.7,62,253.0,18.0,163.0,0,,,,,0.8,0.95,0.1,,,,,,,,,,,,8,,,,,
"Leg, lean and fat, breaded, pan-fried",75g,75,171.0,715.0,20,7,,7,2.3,2.5,1.1,84.0,,1.2,341,278.0,23.0,188.0,8,,,,,0.9,0.93,0.4,,,,,,,,,,,,24,,,,,
"Leg, lean and fat, roasted",75g,75,120.0,502.0,21,0,,3,1.4,1.3,0.3,77.0,,0.7,51,292.0,21.0,176.0,0,,,,,0.5,0.88,0.4,,,,,,,,,,,,12,,,,,
"Loin, lean and fat, roasted",75g,75,163.0,680.0,19,0,,9,3.9,3.6,0.6,77.0,,0.7,70,244.0,19.0,159.0,0,,,,,1.3,0.93,0.3,,,,,,,,,,,,11,,,,,
"Shoulder, whole, lean and fat, roasted",75g,75,142.0,593.0,23,0,,5,2.2,1.8,0.3,65.0,,0.7,56,266.0,17.0,140.0,0,,,,,0.7,2.5,0.4,,,,,,,,,,,,,,,,,
"Stewing meat, lean, braised",75g,75,141.0,590.0,26,0,,3,1.0,1.0,0.3,109.0,,1.1,70,257.0,21.0,179.0,0,,,,,0.7,1.25,0.3,,,,,,,,,,,,12,,,,,
"Back ribs, lean + fat, roasted",75g,75,274.0,1145.0,21,0,,20,7.9,8.9,2.6,85.0,,0.9,100,251.0,18.0,147.0,2,,,,,0.8,0.83,,,,,,,,,,,,,2,,,,,
"Centre cut, loin, chop, lean + fat, broiled",75g,75,180.0,753.0,22,0,,10,3.6,4.4,0.7,62.0,,0.6,44,269.0,19.0,174.0,2,,,,,0.4,0.55,0.1,,,,,,,,,,,,5,,,,,
"Centre cut, loin, chop, lean + fat, pan-fried",75g,75,208.0,869.0,22,0,,12,4.5,5.3,1.4,69.0,,0.7,60,319.0,22.0,194.0,2,,,,,0.5,0.55,0.2,,,,,,,,,,,,5,,,,,
"Ground, lean, pan-fried",75g,75,175.0,731.0,19,0,,11,4.1,5.0,1.3,60.0,,0.9,60,278.0,20.0,166.0,2,,,,,0.5,0.8,0.2,,,,,,,,,,,,5,,,,,
"Ground, medium, pan-fried",75g,75,224.0,938.0,18,0,,16,6.0,7.3,2.2,66.0,,0.8,68,275.0,19.0,164.0,2,,,,,0.5,0.86,0.2,,,,,,,,,,,,5,,,,,
"Leg, butt end, lean + fat, roasted",75g,75,129.0,539.0,23,0,,3,1.2,2.3,0.4,62.0,,0.8,51,293.0,23.0,198.0,2,,,,,0.2,0.47,0.1,,,,,,,,,,,,8,,,,,
"Loin, rib end, lean + fat, broiled",75g,75,197.0,825.0,22,0,,12,4.3,5.2,0.9,62.0,,0.6,47,301.0,20.0,178.0,2,,,,,0.4,0.55,0.3,,,,,,,,,,,,2,,,,,
"Loin, rib end, lean + fat, pan-fried",75g,75,199.0,831.0,20,0,,13,4.8,5.6,1.4,55.0,,0.5,38,323.0,19.0,177.0,2,,,,,0.5,0.53,0.2,,,,,,,,,,,,2,,,,,
"Shoulder, butt, lean + fat, roasted",75g,75,198.0,828.0,19,0,,13,5.0,5.9,1.9,67.0,,1.1,50,245.0,18.0,153.0,2,,,,,0.6,0.92,0.2,,,,,,,,,,,,4,,,,,
"Shoulder, whole, lean + fat, roasted",75g,75,219.0,916.0,17,0,,16,5.9,7.1,1.5,68.0,,1.0,51,247.0,14.0,159.0,2,,,,,0.5,0.6,0.1,,,,,,,,,,,,4,,,,,
"Spareribs, lean + fat, braised",75g,75,251.0,1048.0,20,0,,18,7.0,7.8,2.5,74.0,,1.1,49,118.0,14.0,107.0,2,,,,,0.6,0.68,,,,,,,,,,,,,3,,,,,
"Tenderloin, lean,  roasted",75g,75,108.0,452.0,21,0,,2,0.8,0.9,0.4,52.0,,1.0,44,302.0,23.0,184.0,2,,,,,0.1,0.41,0.2,,,,,,,,,,,,5,,,,,
"American, fresh, foreshank, lean + fat, cooked",75g,75,182.0,762.0,21,0,,10,4.2,4.3,0.7,80.0,,1.6,54,193.0,17.0,125.0,0,,,,,0.2,1.71,0.1,,,,,,,,,,,,13,,,,,
"American, fresh, ground, cooked",75g,75,212.0,888.0,19,0,,15,6.1,6.2,1.1,73.0,,1.3,61,254.0,18.0,151.0,0,,,,,0.6,1.96,0.1,,,,,,,,,,,,14,,,,,
"American, fresh, leg, whole, lean + fat, cooked",75g,75,194.0,809.0,19,0,,12,5.2,5.2,0.9,70.0,,1.5,50,235.0,18.0,143.0,0,,,,,0.5,1.94,0.1,,,,,,,,,,,,15,,,,,
"American, fresh, loin, lean + fat, cooked",75g,75,232.0,969.0,17,0,,18,7.7,7.3,1.4,71.0,,1.6,48,185.0,17.0,135.0,0,,,,,0.5,1.66,0.1,,,,,,,,,,,,14,,,,,
"American, fresh, rib, lean + fat, cooked",75g,75,269.0,1126.0,16,0,,22,9.6,9.4,1.6,73.0,,1.2,55,203.0,15.0,125.0,0,,,,,0.5,1.67,0.1,,,,,,,,,,,,11,,,,,
